text
I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy!
MAGA! https://t.co/jFf5ONASlv
Thank you Kanye very cool! https://t.co/vRIC87M21X
RT @realDonaldTrump: Democrats are obstructing good (hopefully great) people wanting to give up a big portion of their life to work for our…
Looking forward to my meeting with Tim Cook of Apple. We will be talking about many things including how the U.S. has been treated unfairly for many years by many countries on trade.
.@FLOTUS did a spectacular job hosting the President of France @EmmanuelMacron and his wife Brigitte. Every detail was done to perfection. The State Dining Room never looked more beautiful and Washington is abuzz over what an incredible job Melania did.
Busy day planned.  Looking forward to watching President Macron of France address a Joint Session of Congress today. This is a great honor and seldom allowed to be done...he will be GREAT!
Congratulations to Republican Debbie Lesko on her big win in the Special Election for Arizona House seat. Debbie will do a Great Job! Press is so silent.
RT @realDonaldTrump: Our two great republics are linked together by the timeless bonds of history culture and destiny. We are people who…
Our two great republics are linked together by the timeless bonds of history culture and destiny. We are people who cherish our values protect our civilization and recognize the image of God in every human soul. https://t.co/01c8iSGDB3
Today @FLOTUS Melania and I were honored to welcome French President @EmmanuelMacron and Mrs. Brigitte Macron to the @WhiteHouse. We look forward to hosting them at tonight's State Dinner in their honor. https://t.co/wGJcWqSzyP
.@JimRenacci has worked so hard on Tax Reductions Illegal Immigration the Border and Crime. I need Jim very badly to help our agenda and to keep MAKING AMERICA GREAT AGAIN! He will be a fantastic Senator for the Great State of Ohio and has my full endorsement!
.@JimRenacci has worked so hard on Tax Reductions Illegal Immigration the Border and Crime. I need Jim very badly to help our agenda and to keep MAKING AMERICA GREAT AGAIN! He will be a fantastic  Senator for the Great State of Ohio and has my full endorsement!
“President Trump Calls the U.S.-France Relationship ‘Unbreakable.’ History Shows He’s Right.” https://t.co/L0gT4rvaJO
Arizona please get out today and vote @DebbieLesko for Congress in #AZ08. Strong on Border Immigration and Crime. Great on the Military. Time is ticking down - get out and VOTE today. We need Debbie in Congress!
Americans stand with you and all of Canada Prime Minister @JustinTrudeau. Our thoughts and prayers are with you all. #TorontoStrong https://t.co/Xo3Cn962z8
Having great meetings and discussions with my friend President @EmmanuelMacron of France. We are in the midst of meetings on Iran Syria and Trade. We will be holding a joint press conference shortly here at the @WhiteHouse. 🇺🇸🇫🇷 https://t.co/ju1FXhgjaD
RT @mike_pence: PROUD to support our friend @VoteMarsha for US Senate representing Tennessee. Marsha Blackburn is a rock-ribbed conservativ…
Here’s a great stat - since January 2017 the number of people forced to use food stamps is down 1.9 million. The American people are finally back to work!
Mexico whose laws on immigration are very tough must stop people from going through Mexico and into the U.S. We may make this a condition of the new NAFTA Agreement. Our Country cannot accept what is happening! Also we must get Wall funding fast.
Despite the Democrat inspired laws on Sanctuary Cities and the Border being so bad and one sided I have instructed the Secretary of Homeland Security not to let these large Caravans of people into our Country. It is a disgrace. We are the only Country in the World so naive! WALL
